restaurant_id,Highlights,Present/NotPresent
9100096,No Takeaway,Not Present
9100096,Full Bar Available,Present
9100096,Wifi,Present
9100096,Lunch Menu,Present
9100096,Indoor Seating,Present
9100096,Has Early Bird Menu,Present
16519009,No Takeaway,Not Present
16519009,Full Bar Available,Present
16519009,Has Early Bird Menu,Present
16519009,Indoor Seating,Present
16519009,Wifi,Present
9100805,No Takeaway,Not Present
9100805,Serves Alcohol,Present
9100805,Vegetarian Friendly,Present
9100805,Outdoor Seating,Present
9100805,Has Early Bird Menu,Present
9100460,Home Delivery,Present
9100460,Takeaway Available,Present
9100460,Wine and Beer,Present
9100460,Indoor Seating,Present
9100460,Has Early Bird Menu,Present
9100460,Vegetarian Friendly,Present
9100794,Home Delivery,Present
9100794,Takeaway Available,Present
9100794,Wine and Beer,Present
9100794,Vegetarian Friendly,Present
9100794,Indoor Seating,Present
17730096,Takeaway Available,Present
17730096,Indoor Seating,Present
16518436,Home Delivery,Present
16518436,Takeaway Available,Present
16518436,Indoor Seating,Present
9101788,Home Delivery,Present
9101788,Takeaway Available,Present
9101788,Wine and Beer,Present
9101788,Outdoor Seating,Present
16522480,Takeaway Available,Present
16522480,Wine and Beer,Present
16522480,Lunch Menu,Present
16522480,Indoor Seating,Present
16520212,Home Delivery,Present
16520212,Takeaway Available,Present
16520212,Wine and Beer,Present
16520212,Indoor Seating,Present
16518409,Home Delivery,Present
16518409,Takeaway Available,Present
9101071,Home Delivery,Present
9101071,Takeaway Available,Present
9101071,Wifi,Present
9101071,Indoor Seating,Present
9100416,Home Delivery,Present
9100416,Takeaway Available,Present
16519920,Home Delivery,Present
16519920,Takeaway Available,Present
16519920,Serves Alcohol,Present
16519920,Indoor Seating,Present
16519918,Home Delivery,Present
16519918,Takeaway Available,Present
16519918,Serves Alcohol,Present
16519918,Wifi,Present
16519918,Indoor Seating,Present
16519918,Vegetarian Friendly,Present
9101119,Home Delivery,Present
9101119,Takeaway Available,Present
9101119,Serves Alcohol,Present
9101119,Has Early Bird Menu,Present
9101119,Indoor Seating,Present
9101119,Lunch Menu,Present
9101703,Home Delivery,Present
9101703,Takeaway Available,Present
9100998,Home Delivery,Present
9100998,Takeaway Available,Present
9100998,Full Bar Available,Present
9100998,Lunch Menu,Present
9100998,Indoor Seating,Present
9100998,Has Early Bird Menu,Present
16520725,Home Delivery,Present
16520725,Takeaway Available,Present
16520725,Indoor Seating,Present
16522199,Home Delivery,Present
16522199,Takeaway Available,Present
16522199,Wine and Beer,Present
16522199,Indoor Seating,Present
18253092,Home Delivery,Present
18253092,Takeaway Available,Present
18253092,Vegan Options,Present
18253092,Group Meal,Present
18253092,Gluten Free Options,Present
18253092,Vegetarian Friendly,Present
9101656,Takeaway Available,Present
9101656,Serves Alcohol,Present
9101656,Wifi,Present
9101656,Indoor Seating,Present
9101656,Lunch Menu,Present
9101201,No Takeaway,Not Present
9101201,Full Bar Available,Present
9101201,Wifi,Present
9101201,Lunch Menu,Present
9101201,Nightlife,Present
9101201,Live Music,Present
9101201,Outdoor Seating,Present
9101201,Smoking Area,Present
9101201,Has Early Bird Menu,Present
9101201,Live Sports Screening,Present
16522246,No Takeaway,Not Present
16522246,Full Bar Available,Present
16522246,Indoor Seating,Present
16522246,Wifi,Present
16522246,Outdoor Seating,Present
16522246,Smoking Area,Present
16522239,No Takeaway,Not Present
16522239,Full Bar Available,Present
16522239,Live Music,Present
16522239,Indoor Seating,Present
16522239,Live Sports Screening,Present
16522239,Wifi,Present
16522239,Nightlife,Present
9101380,Breakfast,Present
9101380,Takeaway Available,Present
9101380,Full Bar Available,Present
9101380,Live Music,Present
9101380,Outdoor Seating,Present
9101380,Smoking Area,Present
9101380,Wifi,Present
9101380,Live Sports Screening,Present
9101380,Kid Friendly,Present
16522501,No Takeaway,Not Present
16522501,Full Bar Available,Present
16522501,Wifi,Present
16522501,Nightlife,Present
16522501,Live Music,Present
16522501,Outdoor Seating,Present
16522501,Kid Friendly,Present
16522501,Live Sports Screening,Present
16520004,No Takeaway,Not Present
16520004,Full Bar Available,Present
16520004,Wifi,Present
16520004,Lunch Menu,Present
16520004,Nightlife,Present
16520004,Indoor Seating,Present
16520004,Has Early Bird Menu,Present
16520004,Live Sports Screening,Present
9100045,Breakfast,Present
9100045,No Takeaway,Not Present
9100045,Full Bar Available,Present
9100045,Live Music,Present
9100045,Indoor Seating,Present
9100045,Nightlife,Present
9101354,No Takeaway,Not Present
9101354,Full Bar Available,Present
9101354,Indoor Seating,Present
9101354,Live Sports Screening,Present
9101354,Outdoor Seating,Present
9101354,Wifi,Present
9101354,Nightlife,Present
9101731,No Takeaway,Not Present
9101731,Full Bar Available,Present
9101731,Live Music,Present
9101731,Outdoor Seating,Present
9101731,Lunch Menu,Present
9101731,Nightlife,Present
9101731,Wifi,Present
9101731,Live Sports Screening,Present
16520775,No Takeaway,Not Present
16520775,Full Bar Available,Present
16520775,Live Music,Present
16520775,Outdoor Seating,Present
16520775,Smoking Area,Present
16520775,Has Early Bird Menu,Present
16520775,Indoor Seating,Present
16520775,Wifi,Present
16520775,Nightlife,Present
9100012,No Takeaway,Not Present
9100012,Full Bar Available,Present
9100012,Live Music,Present
9100012,Outdoor Seating,Present
9100012,Nightlife,Present
9100012,Live Sports Screening,Present
9100047,No Takeaway,Not Present
9100047,Full Bar Available,Present
9100047,Smoking Area,Present
9100047,Live Sports Screening,Present
9100047,Outdoor Seating,Present
9100047,Wifi,Present
9100047,Nightlife,Present
9100732,No Takeaway,Not Present
9100732,Full Bar Available,Present
9100732,Live Music,Present
9100732,Outdoor Seating,Present
9100732,Nightlife,Present
9100732,Live Sports Screening,Present
9100134,No Takeaway,Not Present
9100134,Full Bar Available,Present
9100134,Live Music,Present
9100134,Live Sports Screening,Present
9100134,Craft Beer,Present
9100134,Indoor Seating,Present
9100134,Nightlife,Present
9100251,No Takeaway,Not Present
9100251,Full Bar Available,Present
9100251,Wifi,Present
9100251,Nightlife,Present
9100251,Live Music,Present
9100251,Outdoor Seating,Present
9100251,Live Sports Screening,Present
16519998,No Takeaway,Not Present
16519998,Full Bar Available,Present
16519998,Live Music,Present
16519998,Outdoor Seating,Present
16519998,Live Sports Screening,Present
16519998,Wifi,Present
16519998,Nightlife,Present
9100792,Breakfast,Present
9100792,Home Delivery,Present
9100792,No Takeaway,Not Present
9100792,Full Bar Available,Present
9100792,Nightlife,Present
9100792,Live Music,Present
9100792,Indoor Seating,Present
9100792,Live Sports Screening,Present
9100792,Wifi,Present
9100422,No Takeaway,Not Present
9100422,Full Bar Available,Present
9100422,Live Music,Present
9100422,Outdoor Seating,Present
9100422,Live Sports Screening,Present
9100422,Wifi,Present
9100422,Nightlife,Present
16521305,No Takeaway,Not Present
16521305,Full Bar Available,Present
16521305,Live Music,Present
16521305,Outdoor Seating,Present
16521305,Kid Friendly,Present
16521305,Lunch Menu,Present
16521305,Nightlife,Present
16521305,Indoor Seating,Present
16521305,Wifi,Present
16521305,Live Sports Screening,Present
16518301,Breakfast,Present
16518301,No Takeaway,Not Present
16518301,Full Bar Available,Present
16518301,Wifi,Present
16518301,Live Sports Screening,Present
16518301,Outdoor Seating,Present
16518301,Smoking Area,Present
16518301,Nightlife,Present
9100093,Breakfast,Present
9100093,No Takeaway,Not Present
9100093,Full Bar Available,Present
9100093,Live Music,Present
9100093,Outdoor Seating,Present
9100093,Wifi,Present
9100093,Live Sports Screening,Present
9100093,Indoor Seating,Present
9100093,Nightlife,Present
9100736,No Takeaway,Not Present
9100736,Full Bar Available,Present
9100736,Wifi,Present
9100736,Indoor Seating,Present
9100736,Nightlife,Present
9100727,No Takeaway,Not Present
9100727,Full Bar Available,Present
9100727,Live Music,Present
9100727,Indoor Seating,Present
9100727,Wifi,Present
9100727,Live Sports Screening,Present
9100727,Smoking Area,Present
9100727,Lunch Menu,Present
9100727,Nightlife,Present
16518573,Breakfast,Present
16518573,No Takeaway,Not Present
16518573,Full Bar Available,Present
16518573,Live Music,Present
16518573,Outdoor Seating,Present
16518573,Private Dining Area Available,Present
16518573,Wifi,Present
16518573,Nightlife,Present
16518573,Indoor Seating,Present
16518573,Smoking Area,Present
16518573,Live Sports Screening,Present
16521219,No Takeaway,Not Present
16521219,Full Bar Available,Present
16521219,Live Sports Screening,Present
16521219,Live Music,Present
16521219,Indoor Seating,Present
16521219,Nightlife,Present
9100853,No Takeaway,Not Present
9100853,Full Bar Available,Present
9100853,Wifi,Present
9100853,Lunch Menu,Present
9100853,Indoor Seating,Present
9100853,Has Early Bird Menu,Present
9100872,No Takeaway,Not Present
9100872,Wine and Beer,Present
9100872,Indoor Seating,Present
9100872,Lunch Menu,Present
9100872,Has Early Bird Menu,Present
9100872,Craft Beer,Present
9100575,No Takeaway,Not Present
9100575,Full Bar Available,Present
9100575,Wifi,Present
9100575,Nightlife,Present
9100575,Sports Bar,Present
9100575,Outdoor Seating,Present
9100575,Live Sports Screening,Present
16522284,Breakfast,Present
16522284,No Takeaway,Not Present
16522284,Full Bar Available,Present
16522284,Smoking Area,Present
16522284,Nightlife,Present
16522284,Outdoor Seating,Present
16522284,Wifi,Present
16522284,Live Sports Screening,Present
9101642,No Takeaway,Not Present
9101642,Wine,Present
9101642,Indoor Seating,Present
16522392,No Takeaway,Not Present
16522392,Full Bar Available,Present
16522392,Indoor Seating,Present
16522392,Lunch Menu,Present
9100812,Breakfast,Present
9100812,Takeaway Available,Present
9100812,Wine,Present
9100812,Indoor Seating,Present
9100812,Has Early Bird Menu,Present
9100812,Outdoor Seating,Present
9100812,Lunch Menu,Present
9100893,No Takeaway,Not Present
9100893,Full Bar Available,Present
9100893,Wifi,Present
9100893,Live Sports Screening,Present
9100893,Craft Beer,Present
9100893,Indoor Seating,Present
9100893,Lunch Menu,Present
9100893,Nightlife,Present
9101523,No Takeaway,Not Present
9101523,Full Bar Available,Present
9101523,Indoor Seating,Present
9101523,Brunch,Present
9101523,Outdoor Seating,Present
9101523,Wifi,Present
9101443,No Takeaway,Not Present
9101443,Full Bar Available,Present
9101443,Brunch,Present
9101443,Live Sports Screening,Present
9101443,Craft Beer,Present
9101443,Live Music,Present
9101443,Outdoor Seating,Present
9101443,Smoking Area,Present
9101443,Lunch Menu,Present
9101443,Nightlife,Present
9101443,Indoor Seating,Present
9101443,Wifi,Present
9101531,Breakfast,Present
9101531,No Takeaway,Not Present
9101531,Wine and Beer,Present
9101531,Wifi,Present
9101531,Brunch,Present
9101531,Indoor Seating,Present
9101531,Lunch Menu,Present
9101681,No Takeaway,Not Present
9101681,Wine and Beer,Present
9101681,Wifi,Present
9101681,Lunch Menu,Present
9101681,Indoor Seating,Present
9101681,Brunch,Present
9100118,No Takeaway,Not Present
9100118,Full Bar Available,Present
9100118,Live Music,Present
9100118,Indoor Seating,Present
9100118,Nightlife,Present
9100118,Live Sports Screening,Present
9100118,Craft Beer,Present
9100835,Breakfast,Present
9100835,No Takeaway,Not Present
9100835,Full Bar Available,Present
9100835,Indoor Seating,Present
9100835,Afternoon Tea,Present
9100835,Lunch Menu,Present
9100835,Outdoor Seating,Present
9100835,Luxury Dining,Present
9100835,Wifi,Present
16519357,No Takeaway,Not Present
16519357,Wine,Present
16519357,Live Music,Present
16519357,Indoor Seating,Present
16519357,Has Early Bird Menu,Present
16519357,Wifi,Present
16519357,Lunch Menu,Present
9101232,No Takeaway,Not Present
9101232,Full Bar Available,Present
